460,2400,14704
1356,3264,14704
1192,3564,14772
1220,2804,14620
1572,2420,14116
1580,2776,14804
1160,2896,15256
1496,2896,15132
1308,3352,14700
1148,2404,14788
496,752,14268
760,1644,14628
312,2868,14552
-192,1416,14492
-348,-244,14716
-780,-260,14692
-1680,540,14648
-1760,164,15104
-2016,-1560,15712
-1360,-1916,15420
-712,-52,15536
2984,-2256,19360
-2120,-4616,14900
-2308,-2548,14860
-544,32,15976
-1128,-724,16252
-1264,-2476,15916
-1520,-2652,15796
-2556,-2100,14128
-2804,-2812,14212
-612,-2692,16320
-1260,-2528,15128
-1880,-3516,14188
-3296,-4320,12884
-2824,-3348,14100
-1508,-2760,15228
-1620,-2604,14980
-3440,-3844,13740
-2544,-4864,14984
-1760,-3144,15332
-2132,-2728,14996
-2624,-2848,13916
-2740,-3908,13568
-2800,-4668,13752
-1620,-3176,14596
-2072,-2408,14304
-2832,-2432,13668
-1944,-1644,14320
-748,-512,15700
-1644,-1476,15412
-2316,-712,14644
-1384,-16,15228
-844,-1052,15636
-1400,-1076,14784
-1384,-1772,15320
-2320,-2768,15076
-1504,-1572,15708
-900,-688,16008
-2784,236,14124
-1592,-560,15068
-1776,-3088,14996
-1512,-3268,15400
-556,-1156,15476
-628,1204,14464
-880,-136,14716
-556,-1596,15260
-108,-2172,15104
244,96,14648
-192,84,14512
280,-1328,15432
772,-1000,16040
488,284,15116
1000,1500,15220
908,392,15440
1672,212,16144
1160,940,14920
1288,576,13988
1660,336,14924
1744,-1100,16096
2056,-1292,16216
1380,484,15168
1288,1124,14860
1780,596,15324
1648,1232,14788
1392,1128,14704
1680,972,14732
2200,880,15128
1680,-244,15016
1892,384,15060
1888,1756,14668
1480,1864,13748
1772,1184,14332
2208,56,15268
2136,-520,15124
2212,1584,15048
1488,1624,14168
1060,708,13932
1808,384,14520
1584,604,14308
1972,1028,14752
1908,788,15256
1576,-484,15144
1092,-900,15012
808,16,14464
1228,1016,15004
1488,256,15232
1244,-1356,15364
1368,212,15264
1792,1412,16124
908,-948,15740
552,-3040,15532
1388,-1312,15580
2168,-304,15512
1016,-1280,13820
1268,-976,13916
1936,-1216,14764
2392,-120,15096
2156,484,14624
-148,-5548,14112
868,-6472,14940
2212,-1496,15188
1756,-2112,14700
1068,-4348,14692
796,-4184,14736
748,-3948,15792
1400,-3284,17176
1164,-3736,17076
660,-4516,15836
