3072,4040,15312
2836,4692,14212
2884,4204,14200
1744,2632,13652
1468,-68,14752
2196,1708,15368
2116,3552,14404
2024,3148,13996
1696,3068,13756
1816,3212,14596
1696,3172,14904
1372,2920,14540
996,3108,14148
1236,1508,15148
972,1072,14880
1088,2088,14476
676,2572,13888
912,1276,14520
1604,-208,16328
1792,108,16508
968,220,15148
1236,112,15124
1476,696,15348
1692,1000,15580
1496,412,15472
948,496,14280
916,616,14144
1652,1196,15384
1532,1248,15432
692,684,14560
452,-884,14848
752,-420,15828
1152,-32,15952
440,-1888,15348
-48,-2360,14356
640,-1524,15512
1216,-552,15804
1332,-584,15236
368,-744,13832
580,-692,14052
1184,-260,14464
1304,-20,14656
1268,-872,15196
1012,-1240,15224
976,-180,15408
1208,-188,15704
1296,-540,15768
660,-1612,15216
604,-1372,14792
688,-584,14928
900,-408,15228
544,-1096,15252
568,-1144,14896
504,-1060,15012
580,-888,15016
828,-716,14816
940,-1096,15132
1008,-1980,15440
704,-560,14852
460,-808,14296
484,-2464,14896
1060,-2080,15556
1280,-1332,15992
900,132,15760
1096,820,15136
444,-548,14852
296,-912,15132
280,140,14676
300,-672,14108
-44,-948,14376
144,-732,15240
-576,928,15216
60,1236,13440
620,-1048,14828
652,-1632,15704
-228,-1368,14644
-132,420,14080
-1200,-1880,13108
1668,-896,15684
1836,-104,15816
328,-1516,14180
912,-736,14764
1596,964,15780
1144,-176,15576
1216,-536,15148
624,-924,14804
1020,-1100,14852
1140,580,14812
1212,924,14768
1172,172,15128
932,-252,15140
820,436,15452
1308,1092,15104
1456,872,14916
1392,1244,15312
1988,1444,16264
1896,1108,16304
1664,1116,15520
1988,1660,15284
1728,1528,15348
1608,64,14932
2000,428,14528
2672,180,14612
1912,-52,13700
1784,932,14168
2956,4188,16104
2236,1308,16024
1768,432,16052
2632,764,16552
2252,2304,15384
2060,2140,14420
1608,1832,14672
1956,1412,14936
2016,1788,14360
1640,1396,13740
1596,2636,14196
1684,1904,15088
668,252,15304
1248,1736,15212
1152,2440,14788
1388,2404,15156
668,852,14536
364,56,14780
748,264,15236
600,1468,14508
172,612,14392
44,-1468,15276
68,-1832,15544
160,-892,14976
520,-684,15128
936,-1612,15988
488,-3212,15520
-20,-2656,14832
736,-2592,16184
580,-5044,16832
-240,-9408,16132
276,-5384,15460
1444,-1908,15724
1444,-2472,15544
