2540,1876,13484
2408,1744,13552
2836,2436,14628
2572,1988,14700
1704,2268,15472
2660,2100,17676
2344,3016,17276
1824,1276,17484
1492,-596,17284
920,804,14448
1776,2036,14120
1608,1728,13500
1176,212,13116
704,-812,14276
664,-1736,15020
688,-1300,15036
592,-668,14896
408,-2800,15264
728,-3776,15356
1464,-1920,15540
1476,-600,14988
660,1344,12056
412,-384,12444
740,-1388,14400
444,380,15500
-300,-928,16636
-228,-2900,15988
1092,316,16788
1036,-364,16832
596,-1012,16304
624,-224,14960
-540,-596,13588
-652,-1588,13560
-936,-1872,13324
-1264,-1584,13912
-1012,-1844,14644
-784,-1920,14884
-1996,-1928,14432
-1504,-1796,15960
-1492,-2912,16752
-1920,-3564,16320
-2120,-3768,15452
-1560,-3312,14912
-808,-3224,15200
-1492,-3696,14636
-1592,-2644,14480
-1384,-1864,14352
-1980,-3264,14508
-2208,-2960,14496
-1004,-1672,15424
-556,512,15436
-1040,-700,14816
-1240,-2992,14892
-1792,-1880,14480
-1032,-700,14664
-372,-56,15096
-628,-496,14756
-868,-1532,13984
-1452,-1536,13604
-412,-772,15792
-584,148,15936
-504,1052,14836
-360,1792,14120
592,1644,15980
56,-252,15648
64,948,14592
808,2196,14304
908,1492,14320
948,-188,15200
1184,1196,15052
1232,1956,14772
892,1616,14780
1184,-456,16460
732,-720,16652
1092,1352,15732
1396,1676,15220
1204,1500,14884
772,1224,14560
892,-200,14864
1176,220,15024
892,956,14660
1040,596,15380
1508,196,15220
876,124,15256
1244,836,15724
1112,608,15012
616,592,14256
1048,-360,14556
556,52,14284
1304,-560,14740
1376,-180,14724
1480,372,14732
1272,592,15236
1076,268,14620
1408,752,14872
1568,376,15220
948,1460,14748
1488,404,14684
1368,340,15236
1988,1132,15784
1720,1024,15288
1716,1092,14888
1368,1264,14728
1660,760,15104
1728,1432,14816
2052,1952,15120
1524,1372,14656
1372,940,14648
1708,1768,15160
1644,2236,14680
1336,1532,14160
1428,2452,14552
1616,2028,15004
1196,216,14752
1692,1692,15116
912,2512,14760
1044,1732,14668
1064,1432,14764
1092,1160,14940
1252,1088,15048
1048,1860,15016
1184,1992,15980
996,2208,15668
956,2660,15080
1016,2192,14624
576,2080,14872
496,2164,15496
888,1760,16284
296,492,15148
-320,1020,13932
-44,720,14004
-372,-2012,14536
-816,-3972,14780
-1312,-5256,15400
-1320,-5732,16640
-640,-5420,17244
-1900,-5712,15008
