1580,3616,15760
672,2008,15128
932,2636,15852
1024,2768,16080
548,2832,15764
184,2572,16384
-356,3192,15996
324,3468,16300
280,3012,15696
-672,1736,14752
-848,2136,14684
-448,2300,14928
-880,864,14140
-1288,-100,13856
-1448,-640,14388
-1316,-156,14828
-968,100,15156
-1216,-740,15264
-1856,-1852,15292
-2024,-3160,15344
-2196,-2648,15332
-2132,-2360,14464
-1980,-2268,14276
-1976,-2544,14772
-1240,-2472,15212
-1392,-2684,14996
-932,-840,15152
-1460,-1696,14888
-2264,-4212,14576
-836,-2924,15716
-716,-1560,15316
-736,-1916,15292
-248,-2060,15904
-620,-2436,15172
-160,-2052,15196
-20,-3080,14752
1104,-2380,15440
1760,-1464,15544
2024,-2040,14548
2260,-1904,14556
2768,-92,14676
2988,248,14780
3052,636,14940
3160,1424,14968
2820,2588,15272
3680,3304,15576
3864,2172,14752
2760,344,13736
2048,-672,13376
2668,-848,14332
2488,48,14804
2976,-376,16296
2380,-1140,15840
2492,-192,15676
2232,1580,15296
1888,708,15108
1504,-452,14032
1060,-292,14268
1740,1464,15960
1328,1896,15512
808,1480,15308
92,2500,15132
-116,2804,14796
-240,2816,14836
-752,2260,14572
-1004,1520,14684
-1180,636,15812
-832,1092,17572
-720,3292,16788
-736,4644,13692
-1244,1984,12428
-1032,484,13384
-572,912,15144
196,1816,16360
-520,1848,15380
-552,1108,15124
-908,984,15080
-396,1324,15308
-224,1692,15012
-536,1528,15164
-304,2416,14896
-76,2832,15060
-104,2588,15288
-540,1836,15092
-552,276,15076
-464,1120,14612
-64,2548,14396
308,2552,15092
88,1692,15208
-396,1008,14812
-532,2368,14824
-340,3940,15068
144,3816,15184
-336,3116,13816
-908,1468,13004
-552,412,14520
268,1284,15264
1172,1708,15492
540,464,15120
1680,560,16592
2948,1696,16704
2100,1152,15572
1900,420,14460
2672,-244,14980
3412,-1020,14992
4008,-324,15408
3868,-228,15500
