164,1824,16412
-168,1944,16148
-336,504,16312
-620,988,15492
-508,1068,14460
1948,1048,16544
-128,64,14120
-224,2984,15016
-724,988,15204
-552,2560,15348
-1152,2236,14516
-2760,2068,12432
-1860,668,14948
-2448,-1900,16420
-2476,-1968,14668
-2716,1044,13932
-2032,384,14212
-1612,-940,16572
-2936,-1508,15036
-3560,-576,13340
-2596,-1268,15124
-2732,-3308,15292
-3120,-1972,15436
-2640,552,15940
-3636,-2528,13940
-4240,-4420,12796
-2320,-1408,15784
-2908,-1224,15280
-3640,-3160,14040
-3492,-3116,14180
-1972,-1652,15556
-2096,-388,15920
-2308,-1120,15052
-3044,-2252,13484
-2780,-2864,13008
-1984,-1308,14708
-936,-808,17236
-1420,-2220,15972
-1772,-2216,13604
740,-696,17180
-740,-1908,16224
-1628,-3300,13844
-84,-92,15252
1060,-592,16220
152,-912,14728
412,-2304,15132
952,-2200,15744
172,-1504,14224
504,1412,14992
760,-2144,15336
-1056,-2124,12500
-540,-908,15232
320,1276,15364
440,-2140,15192
220,-1152,15328
236,660,15156
1280,1744,16312
224,480,15100
-912,-2224,14184
-752,-1528,14996
-1676,-1340,13760
-1752,3172,15508
-4088,868,14192
-3324,332,14784
-3440,1688,14368
-3092,-292,14856
-2552,180,15640
-8348,3312,11476
-3132,1068,14208
-1680,1304,16752
-1392,980,16812
-4836,2320,10244
-1620,348,15076
-1800,-4,15728
-1816,1824,15360
-2380,1768,15096
-2232,1292,15588
-2172,356,15056
-1912,1816,14680
-1684,1764,14972
-692,2088,15812
-1176,2052,14696
-2148,708,13888
52,1992,16756
-60,1552,15748
-92,1856,14600
-812,376,14120
-192,744,15820
124,1356,16084
4,1952,14820
-2000,-176,10668
72,-456,13740
1424,3884,17500
-100,2428,14168
-1092,736,12944
32,1048,16108
40,1628,16608
-752,3036,14544
-896,1248,15976
-920,36,17248
-1780,872,13948
-1104,2304,14436
-640,2584,15224
-696,680,14584
-428,676,14520
-152,1528,14740
244,2088,15536
540,2200,15808
340,2656,15156
384,2684,15680
648,2672,16560
-176,2316,15740
24,3200,15792
116,3992,15668
204,3540,15500
