1580,3476,14928
1676,2208,16164
608,1472,16636
-24,-52,16036
-268,-16,14824
-144,1248,14580
340,1720,16008
712,3124,17200
-124,2976,16536
-932,1072,15712
-508,560,14680
-488,2480,14160
440,4012,14772
-352,2136,14484
-912,-456,14096
-280,172,14620
572,2968,15816
360,3108,15380
-700,1452,14060
-2636,-1324,12264
-2696,-2652,12516
-652,-3040,15772
1700,2476,18404
916,2148,16632
-724,-1028,14960
-620,-5196,14584
-272,-3772,14592
408,-2372,15696
-192,-1676,15400
-1536,-2332,14240
-1744,-4532,14040
-1196,-4016,14816
-632,-1512,15712
-1364,-1200,14860
-1348,-1152,14604
-1372,-1836,14636
-1276,-2184,14480
-928,-656,14400
-796,184,14620
-2252,-2564,13856
-2620,-4612,14520
-1208,-1884,15480
-816,-1012,15928
-1704,-2868,15132
-2232,-2640,14556
-1752,-2744,15192
-1736,-1712,14996
-2040,-2056,14360
-2424,-1652,13856
-2360,-3128,14088
-1260,-1032,15664
-992,-1212,16440
-1344,-2608,16400
-996,-1164,15480
-1252,-1744,14476
-1900,-1900,13344
-432,-744,14712
-164,-632,15068
-808,-1168,14232
-1448,-1304,14540
-820,-708,15268
-640,156,15544
140,1288,15056
-132,372,15764
-836,-92,15288
-844,976,14016
-280,400,14432
208,600,15692
-576,536,14912
-748,1348,14120
-700,1748,14444
92,1800,16116
568,1644,16740
-108,1780,15572
-488,1668,14236
172,1136,15456
244,1616,15856
100,1584,15080
416,1432,14820
576,2264,14388
812,2380,14492
992,2756,14968
864,1928,14972
564,1436,15028
900,3348,15036
1308,3140,15556
960,2520,15624
928,2416,15044
1164,3264,14708
1360,2772,15440
652,2128,14788
408,2000,13944
972,2172,14332
996,1972,15124
656,2328,15092
308,1904,14844
-88,1620,15112
368,1888,15724
120,2072,15668
408,1164,15336
-412,76,14428
-252,-4,14580
80,140,15056
284,-236,15564
-264,-764,15068
-88,152,14716
32,596,14784
364,156,15320
-548,-1468,15264
-224,-1484,14900
-252,-672,14520
-224,504,14076
-336,896,14128
-280,600,14404
-104,696,14992
-736,976,14996
-908,-228,15356
-764,-448,15260
-640,-1184,15560
-300,-2892,16696
8,-3232,17128
-556,-4740,15844
-920,-3984,14712
