-1104,3796,16264
-1000,3192,15488
-1544,2660,14168
-1484,3356,14832
-44,3824,15948
-484,3404,14348
-1484,1752,14268
516,4020,16260
-156,4216,16068
-456,4104,15016
-584,4100,14268
-560,3432,13592
-16,5300,13764
-472,5036,14988
-2292,2216,15256
-3412,-1032,13924
-2068,2852,13972
-1628,4064,14460
-2232,1204,15752
-3212,-1580,16100
-4176,-1956,14288
-3012,-1172,15596
-3180,-1796,15348
-2520,-2356,14364
-2848,-1988,14768
-2392,-1532,14196
-2308,-664,14252
-2760,-3220,13832
-2260,-3652,15216
-1956,-872,15412
-3124,-3200,14672
-2700,-5088,15596
-2784,-4812,13932
-1360,-1824,14708
-1032,-3544,15096
-2912,-4608,13660
-1716,-3412,14968
-1872,-3268,14372
-1440,-3812,14160
-1772,-4920,13064
-1396,-4800,13716
-972,-4448,13964
5288,-5228,17232
988,-2140,16128
