1616,-2200,16552
2160,168,16716
1312,228,15108
620,-392,14868
868,-2916,15380
892,-1720,15336
1268,-1764,15936
1768,-1764,15896
216,-1840,14456
464,-1588,14896
804,-568,14768
840,-268,14812
400,-2132,15328
672,-328,15444
1148,1604,15028
956,732,14636
1012,208,14612
256,936,13932
468,1740,14112
1008,3208,14904
804,3064,14888
908,3464,14552
508,3908,13860
1516,3404,15368
1600,2896,15840
-116,4316,14800
268,4804,14288
1940,4872,15860
60,4064,15632
1380,3536,16128
276,4924,15096
148,4776,14548
1540,3652,14896
1644,9664,11360
-200,3528,14120
348,4400,15224
12,5272,14304
544,5564,14504
408,5088,14812
-972,5164,13632
-992,5108,12980
1472,4468,14588
1840,4544,14820
1252,4748,14728
1264,5380,15452
940,4956,15596
-404,4232,13504
-460,4048,12756
1460,3892,14372
1536,5368,14868
596,5744,14580
-1996,4380,12836
-1648,2556,13124
680,2032,15024
-488,2532,16004
-960,4872,15224
-600,4384,14600
-1164,4072,14596
-992,2704,14856
-1840,2344,15156
8,1756,16588
-2012,2184,15548
-1880,1868,15732
-1108,1232,15508
-1124,2100,15004
-1020,2464,14748
-1084,2136,14596
-816,1928,14760
-776,2276,14764
-720,2656,14596
-1048,2472,14776
-1012,2084,14976
-696,2668,14956
-196,2784,15396
-80,3108,15076
-572,3444,14776
-524,3264,14836
-96,3252,14656
-208,3400,14320
-248,3732,14532
208,4196,14896
308,3972,14556
412,3760,14640
280,3984,14512
452,3844,14124
532,4512,14068
112,4460,13624
-96,4012,13892
188,3356,14692
352,3972,15448
-8,5340,15684
-340,4904,14968
-64,4972,13948
188,5036,13880
396,4652,14444
340,4592,14708
-40,3132,14064
-240,3052,13564
-72,4608,14284
340,6064,14492
860,6076,14268
92,5336,13480
-40,6416,13528
116,7264,13920
60,6364,13900
-36,5668,14148
-168,5288,14588
440,5984,15384
128,5928,15524
-8,5408,15148
-220,3996,14224
