-1848,-24,14848
-1724,996,15340
-2060,-604,15152
-2128,-240,14512
-1972,1080,15068
-2032,636,15908
-2480,464,14868
-2316,792,14632
-2048,500,15012
-1928,840,15808
-2276,812,15348
-2360,1076,14540
-2200,1648,14280
-2344,316,14212
-2676,-476,14500
-2768,704,15108
-2632,2020,15744
-2512,1436,15724
-2420,152,15408
-2396,-400,15608
-1944,1392,15772
-1924,2432,15080
-2476,152,14224
-2112,-184,15404
-1392,884,15880
-752,1200,15560
-1264,512,14724
-2212,-2304,13852
-1328,996,14576
-1036,3972,14532
-1268,2336,15004
-1800,-136,14720
-1312,2848,14300
-760,4796,14904
-788,4172,14780
-2208,460,14008
-1008,2748,14608
-1680,4264,13984
-144,5836,15132
-1012,3832,14360
-1104,640,13536
-188,2456,13360
-248,6128,14424
-148,4784,15660
888,664,17288
532,2040,15552
596,4288,14704
624,5048,16112
952,4924,15972
296,3016,14620
848,4056,14412
804,2996,14320
-72,3056,15008
-1020,4040,14204
952,5136,15740
528,4920,14924
-88,4012,13764
-392,2660,13784
300,2748,14708
648,3584,15396
-112,4476,14680
56,4276,14508
-548,3096,14352
648,3124,15288
-196,3400,14520
348,3584,15048
124,3364,14560
60,2892,14336
160,2724,14860
40,3144,14168
808,2872,14768
592,3256,14528
276,3108,14520
108,2724,15496
188,3080,15700
112,2708,15112
-840,2408,13656
-76,1892,14440
312,1160,15796
-168,212,15732
-1300,-764,14528
-1612,-1068,14500
-928,-356,15004
-80,-1932,16428
-1924,-3272,14696
-2852,-3376,13564
-3440,-3708,12900
-3276,-5144,13680
-3080,-6172,14852
-4432,-6928,13488
-3148,-4556,14308
-2596,-3928,14620
-2692,-3620,15060
-3212,-4236,15092
-3664,-4532,13972
-3180,-3080,14504
-1712,-1864,15748
-1292,-2276,16160
-2228,-3256,15060
-2064,-2644,14104
-1240,-640,14800
-636,-980,14544
-2236,-1476,13932
-2292,-2244,14744
-1872,-1124,15684
-1860,972,14852
-1408,2520,14096
-1096,1940,14744
-788,1296,15288
-1476,160,14540
-1812,-60,13780
-1200,2288,14328
-604,2580,15680
-1648,1460,15040
-1228,1160,15040
-1752,2120,14456
-1604,1272,14888
-2636,-1588,14672
-724,668,15332
-572,3816,15688
-1604,2756,14692
-2276,-252,14080
-1328,328,14760
-2172,1140,14396
-812,3412,15588
-1332,3404,15568
-3084,836,14268
-1516,848,15408
-1924,1188,15684
-2292,1316,15088
-2172,1064,14600
-1380,2184,15328
-716,2648,16424
-1956,2000,15132
-2772,212,14520
-1660,1204,15868
-1072,2360,16324
-1264,2288,15788
-1392,2748,15100
