64,296,16384
320,2260,15728
-16,1236,14880
-796,-768,13944
-404,512,14788
404,3404,15952
-532,1820,15524
-2064,-1364,14608
-1360,-820,14960
-656,2040,16080
-1720,2728,14596
-2152,488,14680
-2544,-1648,14356
-2380,336,13232
-2748,2148,12796
-2620,2216,13412
-3072,-1456,14536
-3944,-2748,15488
-3448,-2180,16880
-1856,2412,18332
-872,1680,17904
-3624,-3352,14380
-3956,-4312,14580
-2872,-3152,16292
-1472,-1384,16552
-1680,60,14220
-2448,-2096,12808
-2780,-2204,11984
-1968,-580,12560
-980,-248,14340
-1204,-1932,14972
-804,-680,14476
-2104,-1460,13508
-2096,-3880,14212
-1360,-2268,14924
-1336,-2044,14536
-996,-1884,15468
-1252,-2384,15752
-1548,-2688,16180
-1652,-2580,16272
-524,-1076,16912
-1300,-2568,17352
1364,-2356,20064
-2632,-120,13776
-480,-368,16272
-372,300,15744
-1592,-3936,14868
-804,-1624,14640
-996,492,14292
-548,-1288,14320
-1484,-1620,14044
-896,-1732,14780
264,668,15388
644,488,15076
-372,64,13904
-344,456,14304
752,704,15600
1376,3240,15080
828,2060,14132
464,568,14116
720,52,15764
1484,1356,16128
1120,2340,15648
2032,1516,17208
768,552,16244
896,208,15456
1288,648,15064
1240,716,14752
764,1392,14456
1056,1148,14488
868,1796,13944
1424,1528,14976
1048,2792,14500
1192,2656,14680
1228,1444,15076
1820,1448,15840
1792,2392,15640
1368,2460,14712
1276,1248,14440
1208,1856,14308
1052,2112,13836
1512,2400,14860
1328,2112,15044
920,2676,15068
504,2640,15644
1020,3916,15792
828,3600,15208
184,2204,14488
216,1276,14980
-252,1520,15484
-500,900,14528
-1236,1852,13708
-1596,1248,14072
-1084,1000,15500
-1996,-732,15332
-2268,-2488,14940
-1820,-1152,14980
-1664,-4024,15948
-2156,-6912,17248
-1296,-3832,16596
-904,-4616,16208
-560,-4884,17040
-844,-4460,15472
-120,-3532,15296
