2096,-596,14976
2020,-16,14528
2944,860,15732
2548,1316,15248
2184,1868,15000
1860,2224,15248
2260,2820,16108
1928,3788,15740
1960,3128,15816
732,2452,14860
868,1548,15328
1408,1892,15160
1120,2864,15156
928,1724,15256
324,-388,14572
-80,-3168,13956
-352,-2240,12164
2008,872,13972
2180,692,14988
1136,-400,14260
72,-1480,13388
-248,-3964,13788
1800,-2380,16096
2732,728,17332
-1032,3252,15144
1392,-396,14752
868,-1332,15132
2104,-7820,18820
1632,-2600,17316
2004,2588,15868
4916,4588,17548
-800,2584,12424
1056,-620,15200
896,-368,14672
1392,1816,15176
2600,2300,16868
2036,336,16672
616,-1080,14680
624,-1964,13044
1348,-196,13184
1236,-2084,14632
1236,-2348,15336
1308,-776,13876
1664,-2644,13456
868,-4076,13228
1360,-3416,14464
1160,-3508,14236
1728,-3860,14404
1748,-3088,14568
180,-3452,13128
628,-5332,13984
776,-3828,15592
1376,-2488,15804
736,-1172,14784
660,-1356,14320
84,-3136,15104
452,-2448,15300
12,-1152,14524
-748,-1352,13656
-568,-3556,14920
-1044,-4476,15328
-208,-2508,15892
-348,-1192,14956
124,-1500,15940
-2216,-3004,14368
-1328,-3068,14376
68,-1940,15672
452,-3120,16676
-596,-2120,14436
-1432,-1904,13152
-1420,-4188,14520
648,-2916,15852
228,-908,15744
-44,-368,13844
-464,-2856,13792
236,-3428,15124
1460,-2676,15252
312,-1692,14456
216,-2036,14040
608,-2480,14680
1024,-2928,14964
868,-1780,15152
992,-1180,15092
1844,-1680,14940
1588,-2100,15120
1308,-2840,15968
796,-1216,15472
1204,-1028,14640
1924,-1772,15260
1912,-1980,15248
956,-1440,15140
932,-1280,14744
1332,-1496,15484
1608,-2200,15840
1036,-1260,15640
400,-724,15108
1332,-916,15372
1596,-632,15628
1556,-936,15856
320,-2180,15276
580,-1096,14620
1568,-724,15068
1992,-1328,15832
1504,-1056,15544
836,-1640,14912
1048,-1620,14716
856,-1020,14296
1056,-1588,14772
1204,-980,15012
1520,64,15164
1296,-192,15560
1128,-176,15392
776,-288,14840
320,-1456,14684
468,-960,14548
132,-708,13784
656,-424,14028
788,-504,15004
436,-1404,15544
44,-1844,15132
88,-3260,15400
-504,-5800,15440
-88,-4768,15012
412,-2820,14476
580,-4260,14788
-644,-8008,14500
-1272,-10240,15252
-692,-10232,16020
1688,-4484,16604
1784,-3124,16408
844,-4172,14752
396,-3664,14024
4168,1456,13464
4516,1524,13548
4620,1828,13972
4920,2048,14268
4780,2440,14496
4784,2688,13872
4660,2648,14152
